H_index	name	kind	address	phone	room	facility	S_index	grade	price	O_index
8250	데미안	민박	충청남도 태안군 남면 창기리 1356	010-7863-2135	22	바베큐, 수영장	14	5	265219	825
8251	데미안	민박	충청남도 태안군 남면 창기리 1356	010-4930-1735	23	바베큐, 수영장, 카페, 산책로	14	5	269931	826
8252	도담도담	민박	충청남도 태안군 남면 창기리 1362-9	010-6446-4799	25	바베큐	14	2	240537	826
8253	행복으로의초대	민박	충청남도 태안군 남면 창기리 1368-10	010-7887-6200	26	수영장, 카페	14	4	65377	826
8254	우리산장	민박	충청남도 태안군 남면 창기리 1368-4	010-3315-9731	27	바베큐, 수영장, 카페, 산책로	14	3	112216	826
8255	아모르펜션	민박	충청남도 태안군 남면 창기리 1370-1	010-3780-8833	26	수영장, 카페, 탁구장 	14	2	296053	826
8256	처음처럼	민박	충청남도 태안군 남면 창기리 1376-7	010-7085-5715	24	바베큐, 수영장	14	5	180703	826
8257	행복한아침	민박	충청남도 태안군 남면 창기리 1385-18	010-4556-3245	24	바베큐, 수영장, 카페, 산책로	14	1	166781	826
8258	보금자리	민박	충청남도 태안군 남면 창기리 1393	010-1934-4955	24	바베큐	14	1	243438	826
8259	금빛바다	민박	충청남도 태안군 남면 창기리 1394	010-0027-1926	24	수영장, 카페	14	3	59421	826
8260	명품하우스	민박	충청남도 태안군 남면 창기리 1394-5	010-0115-6745	24	바베큐, 수영장, 카페, 산책로	14	2	115981	826
8261	삼봉통나무펜션	민박	충청남도 태안군 남면 창기리 1394-5	010-3569-2812	25	수영장, 카페, 탁구장 	14	2	256991	827
8262	은주네민박	민박	충청남도 태안군 남면 창기리 1401-1	010-1026-4617	23	수영장, 카페	14	4	71801	827
8263	테라스의아침	민박	충청남도 태안군 남면 창기리 1401-18	010-4137-2241	26	바베큐, 수영장, 카페, 산책로, 탁구장 	14	5	58961	827
8264	솔향기바다	민박	충청남도 태안군 남면 창기리 1401-2	010-5934-4350	25	바베큐, 수영장	14	2	202633	827
8265	엔젤펜션	민박	충청남도 태안군 남면 창기리 1401-3	010-4527-4294	26	바베큐, 수영장, 카페, 산책로	14	3	232994	827
8266	해변길펜션	민박	충청남도 태안군 남면 창기리 1401-30	010-9728-1039	27	바베큐	14	3	128611	827
8267	해림민박	민박	충청남도 태안군 남면 창기리 1402-1	010-3939-7573	27	수영장, 카페	14	4	266211	827
8268	안면펜션	민박	충청남도 태안군 남면 창기리 1402-24	010-8653-9736	24	바베큐, 수영장	14	2	272720	827
8269	올레길펜션	민박	충청남도 태안군 남면 창기리 1406	010-8206-4648	28	바베큐, 수영장, 카페, 산책로	14	5	192091	827
8270	해루피아 꿈이룸	민박	충청남도 태안군 남면 창기리 1406-1	010-0472-8858	26	바베큐	14	4	177182	827
8271	푸른솔민박	민박	충청남도 태안군 남면 창기리 1407-14	010-6396-6239	22	수영장, 카페	14	5	214225	828
8272	청송민박	민박	충청남도 태안군 남면 창기리 1422	010-1774-8849	25	바베큐, 수영장, 카페, 산책로	14	2	169402	828
8273	청송민박	민박	충청남도 태안군 남면 창기리 1422-1	010-1302-6465	27	수영장, 카페, 탁구장 	14	3	73513	828
8274	꼴배별장펜션	민박	충청남도 태안군 남면 창기리 1488-12	010-9520-3372	21	수영장, 카페	14	3	171940	828
8275	서풍	민박	충청남도 태안군 남면 창기리 1488-14	010-4883-1439	24	바베큐, 수영장, 카페, 산책로, 탁구장 	14	2	262921	828
8276	늘푸른숲	민박	충청남도 태안군 남면 창기리 1488-15	010-0554-6302	26	바베큐, 수영장	14	4	139816	828
8277	바다는보이고	민박	충청남도 태안군 남면 창기리 1488-5	010-0737-9721	29	바베큐, 수영장, 카페, 산책로	14	4	142307	828
8278	바닷가하얀집	민박	충청남도 태안군 남면 창기리 1488-9	010-4966-4882	25	바베큐	14	3	51290	828
8279	작은수해마을	민박	충청남도 태안군 남면 창기리 153-49	010-1193-3188	23	수영장, 카페	14	5	185051	828
8280	썬플라워펜션	민박	충청남도 태안군 남면 창기리 195-69	010-7871-4555	22	바베큐, 수영장, 카페, 산책로	14	5	172574	828
8281	ing신관	민박	충청남도 태안군 남면 창기리 20	010-2791-2585	24	수영장, 카페, 탁구장 	14	4	223812	829
8282	안면도힐링펜션	민박	충청남도 태안군 남면 창기리 2030-1	010-7467-2332	25	바베큐, 수영장	14	5	52751	829
8283	구름산장펜션	민박	충청남도 태안군 남면 창기리 206-24	010-1648-1555	24	바베큐, 수영장, 카페, 산책로	14	1	270551	829
8284	트레블브레이그	민박	충청남도 태안군 남면 창기리 206-26	010-6523-8335	23	바베큐	14	1	139339	829
8285	라온산장	민박	충청남도 태안군 남면 창기리 206-53	010-0209-4598	25	수영장, 카페	14	4	258196	829
8286	펜션ing	민박	충청남도 태안군 남면 창기리 20-7	010-7594-5807	24	바베큐, 수영장, 카페, 산책로	14	5	164539	829
8287	레이크앤씨빌리지	민박	충청남도 태안군 남면 창기리 209-297	010-7849-0935	26	수영장, 카페, 탁구장 	14	5	93542	829
8288	자연과호수	민박	충청남도 태안군 남면 창기리 210-8	010-1486-0343	25	수영장, 카페	14	2	170688	829
8289	소망펜션	민박	충청남도 태안군 남면 창기리 21-14	010-2872-7343	25	바베큐, 수영장, 카페, 산책로, 탁구장 	14	3	224195	829
8290	백로산장	민박	충청남도 태안군 남면 창기리 255	010-1556-8065	23	바베큐, 수영장	14	1	208679	829
8291	트루디펜션	민박	충청남도 태안군 남면 창기리 260-3	010-4445-9664	21	바베큐, 수영장, 카페, 산책로	14	3	224201	830
8292	웰빙산장	민박	충청남도 태안군 남면 창기리 264	010-5978-8946	25	바베큐	14	3	93236	830
8293	웰빙펜션	민박	충청남도 태안군 남면 창기리 267	010-0294-0243	21	수영장, 카페	14	5	214513	830
8294	PENSION 1830	민박	충청남도 태안군 남면 창기리 277-15	010-0470-2617	26	바베큐, 수영장	14	5	247837	830
8295	육교민박	민박	충청남도 태안군 남면 창기리 277-16	010-2739-1349	23	바베큐, 수영장, 카페, 산책로	14	3	99417	830
8296	연육교민박	민박	충청남도 태안군 남면 창기리 277-32	010-9060-3321	24	바베큐	14	5	117461	830
8297	힐링파인펜션	민박	충청남도 태안군 남면 창기리 289-1	010-9938-3586	25	수영장, 카페	14	1	154680	830
8298	영화처럼	민박	충청남도 태안군 남면 창기리 289-1	010-7314-0854	22	바베큐, 수영장, 카페, 산책로	14	2	97937	830
8299	선녀와나뭇꾼	민박	충청남도 태안군 남면 창기리 292-15	010-9861-4369	26	수영장, 카페, 탁구장 	14	5	133210	830
8300	씨송펜션	민박	충청남도 태안군 남면 창기리 292-5	010-6421-1406	25	수영장, 카페	14	1	200183	830
8301	여울목	민박	충청남도 태안군 남면 창기리 292-61	010-2880-5232	24	바베큐, 수영장, 카페, 산책로, 탁구장 	14	3	108948	831
8302	서쪽하늘	민박	충청남도 태안군 남면 창기리 292-62	010-2115-6833	24	바베큐, 수영장	14	3	218568	831
8303	서쪽하늘	민박	충청남도 태안군 남면 창기리 292-66	010-7553-4376	25	바베큐, 수영장, 카페, 산책로	14	2	178106	831
8304	아베끄망	민박	충청남도 태안군 남면 창기리 299-17	010-3100-3013	27	바베큐	14	3	141058	831
8305	프쉬케펜션	민박	충청남도 태안군 남면 창기리 300-25	010-4620-4396	25	수영장, 카페	14	4	242307	831
8306	드림펜션	민박	충청남도 태안군 남면 창기리 36-1	010-4879-1968	25	바베큐, 수영장, 카페, 산책로	14	4	190820	831
8307	포시즌펜션	민박	충청남도 태안군 남면 창기리 36-9	010-0689-6887	27	수영장, 카페, 탁구장 	14	2	125699	831
8308	에덴동산	민박	충청남도 태안군 남면 창기리 40-2	010-4715-3297	25	바베큐, 수영장	14	4	122444	831
8309	파인트리	민박	충청남도 태안군 남면 창기리 406-15	010-8053-0553	27	바베큐, 수영장, 카페, 산책로	14	4	294291	831
8310	라르고	민박	충청남도 태안군 남면 창기리 592-1	010-7653-8939	23	바베큐	14	2	154998	831
8311	라르고	민박	충청남도 태안군 남면 창기리 592-1	010-4319-4187	23	수영장, 카페	14	5	181544	832
8312	꿈이익는뜨락에서	민박	충청남도 태안군 남면 창기리 641	010-6228-6912	25	바베큐, 수영장, 카페, 산책로	14	2	215305	832
8313	꿈이익는뜨락	민박	충청남도 태안군 남면 창기리 641-1	010-4141-8073	26	수영장, 카페, 탁구장 	14	5	75233	832
8314	아름다운숲	민박	충청남도 태안군 남면 창기리 68	010-1546-3839	24	수영장, 카페	14	1	203618	832
8315	명성민박	민박	충청남도 태안군 남면 창기리 921-7	010-0006-7275	27	바베큐, 수영장, 카페, 산책로, 탁구장 	14	2	223355	832
8316	나우리	민박	충청남도 태안군 남면 창기리 924-1	010-9716-1447	24	바베큐, 수영장	14	4	289841	832
8317	오션테라스풀빌라	민박	충청남도 태안군 남면 창기리 928-3	010-7026-7388	21	바베큐, 수영장, 카페, 산책로	14	4	290263	832
8318	오션테라스풀빌라	민박	충청남도 태안군 남면 창기리 928-4	010-6177-0709	21	바베큐	14	3	101323	832
8319	꽃향기가득한	민박	충청남도 태안군 남면 창기리 941-1	010-7862-2101	24	수영장, 카페	14	3	258830	832
8320	꽃향기가득한	민박	충청남도 태안군 남면 창기리 941-1	010-3783-2952	25	바베큐, 수영장	14	2	60129	832
8321	그곳에가고싶다	민박	충청남도 태안군 남면 창기리 966-1	010-9053-3368	27	바베큐, 수영장, 카페, 산책로	14	2	203416	833
8322	솔빛바다	민박	충청남도 태안군 원북면 청산리 254-4	010-2290-2832	22	바베큐	14	3	178209	833
8323	율하우스	민박	충청남도 태안군 원북면 청산리 69-5	010-6605-1604	23	수영장, 카페	14	2	135461	833
8324	위드오션 백합동	민박	충청남도 태안군 충청남도 태안군 이원면 내리 1148-5	010-6631-4915	23	바베큐, 수영장, 카페, 산책로	14	3	156779	833
8325	위드오션 허브동	민박	충청남도 태안군 충청남도 태안군 이원면 내리 1148-5	010-1538-7125	25	수영장, 카페, 탁구장 	14	5	95430	833
8326	위드오션 장미동	민박	충청남도 태안군 충청남도 태안군 이원면 내리 1148-5	010-1096-8128	23	수영장, 카페	14	4	252367	833
8327	스타	민박	충청남도 태안군 충청남도 태안군 소원면 신두리 1221-102	010-1939-3024	21	바베큐, 수영장, 카페, 산책로, 탁구장 	14	5	94743	833
8328	로메리아	민박	충청남도 태안군 충청남도 태안군 소원면 의항리 817	010-5771-3207	24	바베큐, 수영장	14	2	152207	833
8329	빨강펜션	민박	충청남도 태안군 충청남도 태안군 안면읍 황도리 8-21	010-5665-7878	23	바베큐, 수영장, 카페, 산책로	14	4	99044	833
8330	소원면 파도리아치내펜션	민박	충청남도 태안군 소원면 파도리 1311-14	010-0651-2655	21	바베큐	14	2	236687	833
8331	시온민박	민박	충청남도 태안군 소원면 파도리 1316-1	010-6092-8449	24	수영장, 카페	14	1	120933	834
8332	파도소리민박	민박	충청남도 태안군 소원면 파도리 543-638	010-1982-9052	21	바베큐, 수영장, 카페, 산책로	14	5	281905	834
8333	송림민박	민박	충청남도 태안군 소원면 파도리 581-2	010-9094-3585	26	수영장, 카페, 탁구장 	14	4	283986	834
8334	애견민박 멍집	민박	충청남도 태안군 소원면 파도리 610-2	010-1711-4770	24	바베큐, 수영장	14	5	182887	834
8335	그린펜션형민박	민박	충청남도 태안군 소원면 파도리 619-7	010-7824-7597	24	바베큐, 수영장, 카페, 산책로	14	5	105983	834
8336	성심민박	민박	충청남도 태안군 소원면 파도리 680-1	010-6440-1335	23	바베큐	14	2	197840	834
8337	인생게하	민박	충청남도 태안군 소원면 파도리 687	010-0744-5501	23	수영장, 카페	14	4	75879	834
8338	쉘부르황토펜션	민박	충청남도 태안군 소원면 파도리 690	010-7114-8118	25	바베큐, 수영장, 카페, 산책로	14	5	253192	834
8339	태안소원면 파도리펜션	민박	충청남도 태안군 소원면 파도리 690-2	010-0859-8660	26	수영장, 카페, 탁구장 	14	4	68777	834
8340	해밀채	민박	충청남도 태안군 소원면 파도리 849	010-1437-9880	27	수영장, 카페	14	3	202162	834
8341	풍경소리	민박	충청남도 태안군 이원면 포지리 416-3	010-8242-0410	24	바베큐, 수영장, 카페, 산책로, 탁구장 	14	4	206633	835
8342	이원민박	민박	충청남도 태안군 이원면 포지리 82-2	010-5087-5155	23	바베큐, 수영장	14	4	264304	835
8343	이아민박	민박	충청남도 태안군 안면읍 해안관광로 910-70	010-9892-5183	24	바베큐, 수영장, 카페, 산책로	14	2	253629	835
8344	길펜션	민박	충청남도 태안군 안면읍 황도리 12-38	010-7088-6811	25	바베큐	14	1	183151	835
8345	마르캐슬2	민박	충청남도 태안군 안면읍 황도리 1-40	010-7923-8836	23	수영장, 카페	14	4	273180	835
8346	마르캐슬3	민박	충청남도 태안군 안면읍 황도리 1-43	010-4597-9505	23	바베큐, 수영장	14	3	272665	835
8347	마르캐슬펜션	민박	충청남도 태안군 안면읍 황도리 1-44	010-2387-4152	24	바베큐, 수영장, 카페, 산책로	14	1	214764	835
8348	카리브	민박	충청남도 태안군 안면읍 황도리 25-1	010-1255-8311	24	바베큐	14	2	220815	835
8349	창밖에바다	민박	충청남도 태안군 안면읍 황도리 33-1	010-1881-1630	27	수영장, 카페	14	4	275933	835
8350	바다마루	민박	충청남도 태안군 안면읍 황도리 41-1	010-2285-0857	27	바베큐, 수영장, 카페, 산책로	14	3	164861	835
8351	황도오션	민박	충청남도 태안군 안면읍 황도리 51-4	010-7210-5131	23	수영장, 카페, 탁구장 	14	3	106643	836
8352	말리브	민박	충청남도 태안군 안면읍 황도리 59-3	010-7286-6647	23	수영장, 카페	14	4	272131	836
8353	몰디브	민박	충청남도 태안군 안면읍 황도리 59-3	010-5668-9082	21	바베큐, 수영장, 카페, 산책로, 탁구장 	14	3	178301	836
8354	불루마린	민박	충청남도 태안군 안면읍 황도리 5-94	010-1031-6701	25	바베큐, 수영장	14	5	68163	836
8355	몰디브	민박	충청남도 태안군 안면읍 황도리 59-42	010-1849-1871	27	바베큐, 수영장, 카페, 산책로	14	2	194089	836
8356	휴먼발리Ⅱ	민박	충청남도 태안군 안면읍 황도리 64-11	010-1696-7772	25	바베큐	14	3	207868	836
8357	라라랜드	민박	충청남도 태안군 안면읍 황도리 64-25	010-1925-9417	25	수영장, 카페	14	5	115650	836
8358	휴먼발리Ⅲ	민박	충청남도 태안군 안면읍 황도리 64-38	010-6645-0234	26	바베큐, 수영장, 카페, 산책로	14	1	283336	836
8359	골드 휴	민박	충청남도 태안군 안면읍 황도리 64-6	010-6772-5580	26	수영장, 카페, 탁구장 	14	3	240306	836
8360	휴먼발리Ⅰ	민박	충청남도 태안군 안면읍 황도리 64-9	010-8439-5015	27	바베큐, 수영장	14	1	110987	836
8361	휴먼발리Ⅳ	민박	충청남도 태안군 안면읍 황도리 65-1	010-2486-3574	24	바베큐, 수영장, 카페, 산책로	14	4	296439	837
8362	씨앤썬	민박	충청남도 태안군 안면읍 황도리 66-6	010-7225-4461	25	바베큐	14	3	233124	837
8363	씨앤썬몰디브	민박	충청남도 태안군 안면읍 황도리 66-6	010-8255-9113	25	수영장, 카페	14	2	268241	837
8364	카펠라 펜션	민박	충청남도 태안군 안면읍 황도리 66-6	010-2777-5063	22	바베큐, 수영장, 카페, 산책로	14	4	254808	837
8365	씨앤썬베네치아A	민박	충청남도 태안군 안면읍 황도리 67	010-2275-0267	25	수영장, 카페, 탁구장 	14	2	50689	837
8366	씨앤썬베네치아B	민박	충청남도 태안군 안면읍 황도리 67	010-2910-5966	25	수영장, 카페	14	4	109512	837
8367	바다N	민박	충청남도 태안군 안면읍 황도리 69	010-5672-4420	21	바베큐, 수영장, 카페, 산책로, 탁구장 	14	1	217510	837
8368	그랑블루	민박	충청남도 태안군 안면읍 황도리 71	010-9307-0474	24	바베큐, 수영장	14	3	73020	837
8369	어거스트	민박	충청남도 태안군 안면읍 황도리 73-1	010-7703-4606	22	바베큐, 수영장, 카페, 산책로	14	4	237534	837
8370	애스톤하우스	민박	충청남도 태안군 안면읍 황도리 73-22	010-5460-9520	25	바베큐	14	2	189964	837
8371	노을언덕펜션	민박	충청남도 태안군 안면읍 황도리 73-4	010-0776-9295	25	수영장, 카페	14	2	125229	838
8372	폴라리스펜션	민박	충청남도 태안군 안면읍 황도리 74-30	010-3323-3824	25	바베큐, 수영장	14	3	163442	838
8373	안면도 빨강펜션	민박	충청남도 태안군 안면읍 황도리 8-22	010-5149-3078	24	바베큐, 수영장, 카페, 산책로	14	1	186605	838
8374	로그하우스	민박	충청남도 태안군 안면읍 황도리 8-34	010-2403-4892	25	바베큐	14	5	80482	838
8375	황도민박	민박	충청남도 태안군 안면읍 황도리 8-58	010-2929-7304	26	수영장, 카페	14	4	283860	838
8376	황도민박Ⅱ	민박	충청남도 태안군 안면읍 황도리 8-61	010-3218-4328	22	바베큐, 수영장, 카페, 산책로	14	5	265027	838
8377	파아란	민박	충청남도 태안군 안면읍 황도리 8-67	010-4746-5242	27	수영장, 카페, 탁구장 	14	2	50625	838
8378	혜진이네민박	민박	충청남도 태안군 원북면 황촌리 719-5	010-4447-0329	27	수영장, 카페	14	4	61573	838
8379	하늘과땅사이	민박	충청남도 태안군 원북면 황촌리 787	010-2905-4729	27	바베큐, 수영장, 카페, 산책로, 탁구장 	14	3	292696	838
8380	파스텔	민박	충청남도 태안군 원북면 황촌리 799-22	010-7736-7521	25	바베큐, 수영장	14	2	178170	838
8381	티니하우스	민박	충청남도 태안군 원북면 황촌리 799-3 외 1필지	010-5682-3394	23	바베큐, 수영장, 카페, 산책로	14	5	88054	839
8382	미애민박	민박	충청남도 태안군 원북면 황촌리 800-20	010-3320-2279	25	바베큐	14	1	269381	839
8383	대성민박	민박	충청남도 태안군 원북면 황촌리 800-38	010-2701-7249	25	수영장, 카페	14	1	263161	839
8384	황토방민박	민박	충청남도 태안군 원북면 황촌리 800-43	010-6131-5119	26	바베큐, 수영장, 카페, 산책로	14	4	89534	839
8385	송정민박	민박	충청남도 태안군 원북면 황촌리 800-46	010-7145-1603	24	수영장, 카페, 탁구장 	14	1	245593	839
8386	서해에서아침을	민박	충청남도 태안군 원북면 황촌리 800-48	010-3769-6218	27	바베큐, 수영장	14	5	147280	839
8387	현대하우스	민박	충청남도 태안군 원북면 황촌리 800-56	010-4078-5688	28	바베큐, 수영장, 카페, 산책로	14	4	119958	839
8388	백리민박	민박	충청남도 태안군 원북면 황촌리 800-6	010-0527-6379	27	바베큐	14	3	176027	839
8389	솔향기	민박	충청남도 태안군 원북면 황촌리 800-77	010-3899-6822	24	수영장, 카페	14	4	117418	839
8390	솔마루민박	민박	충청남도 태안군 원북면 황촌리 800-90	010-9546-1011	23	바베큐, 수영장, 카페, 산책로	14	2	74914	839
8391	바다사랑펜션	민박	충청남도 태안군 원북면 황촌리 801-1	010-2785-2336	27	수영장, 카페, 탁구장 	14	5	159336	840
8392	명아원	민박	전라남도 담양군  용면 쌍태리 185	010-7239-1127	23	바베큐, 수영장	12	4	196620	840
8393	추월산별하우스	민박	전라남도 담양군  용면 월계리 282-11	010-5945-2947	23	바베큐, 수영장, 카페, 산책로	12	1	93320	840
8394	초원에집	민박	전라남도 담양군  용면 용연리 803-1	010-8780-0770	22	바베큐, 수영장, 카페, 산책로	12	1	271505	840
8395	나무늘보	민박	전라남도 담양군  금성면 봉서리850-2	010-5997-0784	27	수영장, 카페	12	5	70844	840
8396	추월산우리별장	민박	전라남도 담양군  용면 월계리 273	010-7857-1870	23	바베큐, 수영장, 카페, 산책로, 탁구장 	12	5	148761	840
8397	담양펜션민박	민박	전라남도 담양군  용면 용치리 467	010-1652-5921	24	바베큐, 수영장	12	5	276704	840
8398	샘골	민박	전라남도 담양군  용면 쌍태리 128외	010-3958-1856	25	바베큐, 수영장, 카페, 산책로	12	4	172146	840
8399	다래원	민박	전라남도 담양군  가사문학면 지곡리 104-1	010-6448-1964	25	수영장, 카페, 탁구장 	12	3	218635	840
8400	숲속의 호수	민박	전라남도 담양군  용면 월계리312-3	010-9267-6676	26	바베큐, 수영장	12	2	165710	840
8401	하늘초원	민박	전라남도 담양군  용면 쌍태리 169	010-2616-5050	23	수영장, 카페	12	1	173886	841
8402	담양나드리	민박	전라남도 담양군  용면 월계리 327	010-7416-7858	25	바베큐, 수영장	12	2	90617	841
8403	수목원	민박	전라남도 담양군  용면 월계리 79-25	010-5100-3612	23	바베큐, 수영장, 카페, 산책로	12	4	240205	841
8404	소나무언덕	민박	전라남도 담양군 유천리 244-1	010-1229-4427	22	바베큐, 수영장, 카페, 산책로, 탁구장 	12	1	272798	841
8405	천지민박	민박	전라남도 담양군  대성리 857-10	010-7522-8511	21	바베큐	12	5	154690	841
8406	소나무 한옥민박	민박	전라남도 담양군  대덕면 금산리348	010-9148-9451	21	수영장, 카페	12	4	271594	841
8407	세솔둥지	민박	전라남도 담양군  담양읍 세솔길 9-3	010-8385-2846	22	바베큐, 수영장, 카페, 산책로, 탁구장 	12	2	247396	841
8408	해오름	민박	전라남도 담양군  용면 월계리 282-1	010-7808-0707	24	수영장, 카페	12	4	119398	841
8409	추월산우리별아래	민박	전라남도 담양군  용면 월계리275	010-2689-8145	23	바베큐, 수영장	12	3	260054	841
8410	방아재한옥	민박	전라남도 담양군  가사문학면 구산리 49-1	010-4785-4152	26	바베큐, 수영장, 카페, 산책로	12	2	71541	841
8411	담양 반딧불	민박	전라남도 담양군  용면 쌍태리 425-27	010-1418-8934	23	바베큐, 수영장, 카페, 산책로, 탁구장 	12	1	87512	842
8412	담양 용샘골	민박	전라남도 담양군  용면 용연리 716	010-3187-3931	23	수영장, 카페	12	1	248601	842
8413	조아당	민박	전라남도 담양군  운교리76-9	010-4464-5918	24	수영장, 카페	12	3	127908	842
8414	코지빌	민박	전라남도 담양군  금성면 대성리 861-11	010-8145-3510	24	바베큐, 수영장, 카페, 산책로, 탁구장 	12	4	217062	842
8415	쁘띠까도	민박	전라남도 담양군  용면 추성리 197-27	010-4304-0558	26	바베큐, 수영장, 카페, 산책로	12	2	213316	842
8416	소듐	민박	전라남도 담양군  용면 월계리 79-15	010-1926-1823	25	수영장, 카페, 탁구장 	12	2	50425	842
8417	담양솔마루	민박	전라남도 담양군  용면 월계리 319-1	010-3871-8146	25	바베큐, 수영장, 카페, 산책로, 탁구장 	12	3	241433	842
8418	빨간자전거	민박	전라남도 담양군  담양읍 남산리 198	010-9466-0120	25	바베큐, 수영장, 카페, 산책로	12	2	216319	842
8419	DY휴앤락 민박	민박	전라남도 담양군  용면 월계리 308-4	010-9782-7387	24	수영장, 카페	12	5	59178	842
8420	좋은날	민박	전라남도 담양군  용면 월계리 79-39	010-9022-8186	24	바베큐, 수영장, 카페, 산책로	12	2	250323	842
8421	테라스 민박	민박	전라남도 담양군  용면 용연리 373-3	010-0643-7138	23	바베큐, 수영장, 카페, 산책로	12	2	128309	843
8422	나오스빌라민박	민박	전라남도 담양군  용면 쌍태리 300	010-6094-3643	21	수영장, 카페, 탁구장 	12	2	269639	843
8423	나오스빌라2민박	민박	전라남도 담양군  용면 쌍태리 300	010-7278-3677	21	수영장, 카페	12	1	147759	843
8424	나오스빌라3민박	민박	전라남도 담양군  용면 쌍태리 300	010-6760-9958	21	바베큐, 수영장, 카페, 산책로, 탁구장 	12	2	114261	843
8425	추월산 별무리	민박	전라남도 담양군  용면 월계리280-1	010-4298-4054	24	바베큐	12	5	73087	843
8426	쁘띠까도 풀빌라	민박	전라남도 담양군  용면 추성리 197-30	010-1384-8146	22	수영장, 카페	12	1	212647	843
8427	쁘띠	민박	전라남도 담양군  용면 추성리 197-30	010-6786-2982	21	바베큐, 수영장, 카페, 산책로, 탁구장 	12	5	203125	843
8428	담양클로버	민박	전라남도 담양군  용면 쌍태리 246	010-6174-0904	25	바베큐, 수영장	12	3	85924	843
8429	호시담	민박	전라남도 담양군  쌍태리 산128-9	010-0006-2960	22	바베큐, 수영장, 카페, 산책로	12	5	65384	843
8430	돌민박	민박	전라남도 담양군  월계리 27-6	010-5538-5826	21	바베큐	12	5	248896	843
8431	우리별 별빛 민박	민박	전라남도 담양군  용면 월계리 275-2	010-5533-6777	26	수영장, 카페	12	3	258030	844
8432	패밀리	민박	전라남도 담양군  담양읍 삼만리 470	010-6901-5272	24	바베큐, 수영장	12	1	227272	844
8433	오감서(舊 대통)	민박	전라남도 담양군  금성면 대성리 977-4	010-7891-8085	22	바베큐	12	5	158554	844
8434	사랑애	민박	전라남도 담양군  금성면 원율리 230-4	010-6635-4831	22	바베큐, 수영장, 카페, 산책로	12	2	250144	844
8435	다미양	민박	전라남도 담양군  용면 월계리 270	010-5807-9560	23	수영장, 카페, 탁구장 	12	3	286366	844
8436	다크블루	민박	전라남도 담양군  월계리 298-5	010-9060-7806	21	수영장, 카페	12	2	274537	844
8437	담양민박	민박	전라남도 담양군  용면 용연리111-2	010-5765-0445	21	바베큐, 수영장, 카페, 산책로, 탁구장 	12	4	230602	844
8438	대숲속으로	민박	전라남도 담양군  담양읍 삼다리 345-1	010-6591-3056	23	바베큐, 수영장	12	3	229648	844
8439	산내음	민박	전라남도 담양군  용면 월계리214	010-9745-8424	21	바베큐, 수영장, 카페, 산책로	12	2	143805	844
8440	호선당	민박	전라남도 담양군  유천리 57-14	010-3724-0342	21	바베큐, 수영장, 카페, 산책로	12	4	253066	844
8441	썬플라워	민박	전라남도 담양군  용면 월계리 278-2	010-7885-2170	22	바베큐	12	4	173714	845
8442	공감민박	민박	전라남도 담양군  월계리 346-7	010-8168-7807	22	바베큐, 수영장, 카페, 산책로	12	3	123536	845
8443	오떼떼2민박	민박	전라남도 담양군  용면 쌍태리 440-8	010-1314-0193	22	바베큐	12	1	272658	845
8444	대숲사이	민박	전라남도 담양군  봉산면 기곡리 615	010-8140-1916	21	수영장, 카페	12	2	67427	845
8445	상선민박	민박	전라남도 담양군  수북면 두정리 144-7	010-9415-1256	22	바베큐, 수영장	12	2	59972	845
8446	청해민박	민박	전라남도 담양군  수북면 두정리 144-6	010-4536-1205	22	바베큐, 수영장, 카페, 산책로	12	5	224124	845
8447	소문난한옥민박	민박	전라남도 담양군  월산면 중월리 204-1	010-7458-0121	22	바베큐	12	5	59196	845
8448	건강민박	민박	전라남도 담양군  금성면 원율리 638-6	010-6857-4671	21	수영장, 카페	12	4	163936	845
8449	메타루이민박	민박	전라남도 담양군  담양읍 학동리 208-10	010-8799-0406	23	바베큐, 수영장, 카페, 산책로	12	5	280466	845
8450	공감가민박	민박	전라남도 담양군  용면 월계리 346-3	010-1499-8041	22	수영장, 카페, 탁구장 	12	3	63715	845
8451	가나황토방민박	민박	전라남도 담양군  용면 쌍태리5-1	010-1369-0303	21	수영장, 카페	12	1	241940	846
8452	죽녹원스케치민박	민박	전라남도 담양군  담양읍 객사리216-3	010-1154-2924	22	바베큐, 수영장, 카페, 산책로, 탁구장 	12	3	256211	846
8453	도란도란민박	민박	전라남도 담양군  월산면 화방리 301-1	010-8491-9362	21	바베큐, 수영장	12	4	85463	846
8454	별오름민박	민박	전라남도 담양군  용면 월계리 282-15	010-2607-9857	23	바베큐, 수영장, 카페, 산책로	12	1	205926	846
8455	수피오레 S-1민박	민박	전라남도 담양군  용면 쌍태리 449-13	010-9992-1839	21	바베큐	12	2	198699	846
8456	수피오레 S-2민박	민박	전라남도 담양군  용면 쌍태리 449-13	010-3451-2913	21	수영장, 카페	12	5	260994	846
8457	수피오레 S-3민박	민박	전라남도 담양군  용면 쌍태리 449-13	010-7872-0569	21	바베큐, 수영장, 카페, 산책로	12	1	99545	846
8458	하녹달민박	민박	전라남도 담양군  대덕면 갈전리 680-1	010-6586-7158	22	수영장, 카페, 탁구장 	12	2	70487	846
8459	가나황토방2민박	민박	전라남도 담양군  용면 쌍태리 5	010-9021-8408	21	바베큐, 수영장	12	5	75355	846
